player,season,GP_sum,MIN_sum,FG_accuracy,3P_accuracy,FT_accuracy,points_per_min,overall_shooting_accuracy
Ryan Watkins,2015 - 2016,39,838.0,0.557,0.3333,0.6759,0.4869,0.5831
Ryan Watkins,2017 - 2018,33,987.0,0.5763,0.4,0.6736,0.5572,0.5997
Ryan White,2011 - 2012,28,1008.2,0.4278,0.3155,0.7778,0.6913,0.4886
Ryan White,2014 - 2015,31,1058.9,0.419,0.3037,0.8354,0.5798,0.4702
Ryan Wright,2014 - 2015,44,1525.9,0.5383,nan,0.566,0.4555,0.5469
Ryan Wright,2015 - 2016,38,1087.3,0.6114,0.1667,0.4815,0.4543,0.5703
Ryan Wright,2019 - 2020,24,526.9,0.6548,0.3333,0.5652,0.5181,0.6198
Ryan Zamroz,2011 - 2012,44,1425.5,0.4437,0.4153,0.875,0.5051,0.491
Ryley Beaumont,2014 - 2015,41,1007.0,0.4719,0.2838,0.6795,0.428,0.4519
Ryo Abe,2019 - 2020,40,820.7,0.3404,0.2692,0.725,0.2169,0.3725
Ryo Tawatari,2017 - 2018,61,1091.2,0.4216,0.1746,0.7432,0.3611,0.4373
Ryo Tawatari,2018 - 2019,60,1565.0,0.4296,0.3645,0.6508,0.3706,0.4388
Ryo Tawatari,2019 - 2020,40,959.7,0.3555,0.2698,0.7143,0.2949,0.3661
Ryo Terashima,2019 - 2020,17,385.5,0.4848,0.3077,0.6522,0.4021,0.4691
Ryo Yamazaki,2016 - 2017,57,1093.4,0.3693,0.3051,0.6774,0.2753,0.3658
Ryo Yamazaki,2019 - 2020,37,345.3,0.4112,0.3623,0.75,0.3446,0.4076
Ryohei Kawabe,2017 - 2018,58,908.9,0.398,0.2982,0.7143,0.2222,0.4164
Ryohei Kawabe,2018 - 2019,56,925.9,0.3724,0.2667,0.7778,0.2128,0.412
Ryohei Kawabe,2019 - 2020,38,551.4,0.4015,0.25,0.6897,0.2448,0.4162
Ryoma Hashimoto,2017 - 2018,56,1438.6,0.4207,0.3966,0.8391,0.2683,0.4791
Ryoma Hashimoto,2018 - 2019,62,1182.2,0.3467,0.3478,0.8571,0.1827,0.3952
Ryoma Hashimoto,2019 - 2020,30,662.8,0.3333,0.2432,0.7692,0.1901,0.3534
Ryosuke Shirahama,2018 - 2019,57,1352.7,0.382,0.3168,0.7222,0.244,0.4182
Ryosuke Shirahama,2019 - 2020,31,556.0,0.3651,0.2045,0.6111,0.2014,0.3511
Ryota Kobayashi,2018 - 2019,63,1256.1,0.4078,0.3731,0.6765,0.172,0.43
Ryota Kobayashi,2019 - 2020,41,736.6,0.4336,0.3594,0.75,0.2362,0.4609
Ryota Sakurai,2016 - 2017,60,1480.4,0.4067,0.2921,0.8136,0.2945,0.4705
Ryota Sakurai,2017 - 2018,60,1198.6,0.4387,0.2817,0.8772,0.297,0.5242
Ryota Sakurai,2018 - 2019,60,1115.2,0.3719,0.2931,0.8434,0.2107,0.4735
Ryota Sakurai,2019 - 2020,35,243.8,0.1778,0.1111,0.6667,0.1025,0.2576
Rytis Biliartas,2014 - 2015,40,660.9,0.5605,0.0,0.325,0.4403,0.5241
Rytis Juknevicius,2014 - 2015,41,666.4,0.3498,0.2857,0.6714,0.3586,0.3842
Ryuichi Kishimoto,2016 - 2017,62,1720.3,0.374,0.3054,0.8067,0.3906,0.4158
Ryuichi Kishimoto,2017 - 2018,64,1645.7,0.3754,0.3554,0.8462,0.4059,0.4203
Ryuichi Kishimoto,2018 - 2019,66,1244.7,0.3667,0.3398,0.8,0.4595,0.3791
Ryuichi Kishimoto,2019 - 2020,36,869.4,0.3989,0.3697,0.8769,0.4934,0.4355
Ryumo Ono,2016 - 2017,62,1920.7,0.4107,0.3945,0.674,0.3936,0.4497
Ryumo Ono,2017 - 2018,64,1750.3,0.395,0.355,0.6667,0.4028,0.4378
Ryumo Ono,2019 - 2020,27,444.2,0.2604,0.2885,0.8571,0.1733,0.321
Ryunosuke Watanabe,2019 - 2020,38,553.9,0.4898,0.24,0.4333,0.2076,0.4379
Ryusei Shinoyama,2016 - 2017,65,1479.7,0.5047,0.3459,0.6907,0.367,0.5
Ryusei Shinoyama,2017 - 2018,58,1331.1,0.4688,0.3545,0.7765,0.3614,0.4916
Ryusei Shinoyama,2018 - 2019,62,1671.2,0.4855,0.4026,0.8,0.3315,0.4993
Ryusei Shinoyama,2019 - 2020,27,600.3,0.4773,0.3256,0.7447,0.3715,0.5
Ryuto Yasuoka,2018 - 2019,57,1027.1,0.3676,0.3111,0.8036,0.3281,0.3932
Ryuto Yasuoka,2019 - 2020,35,726.9,0.3833,0.2857,0.7358,0.4361,0.3877
Ryvon Covile,2008 - 2009,36,796.0,0.5368,0.3077,0.6262,0.456,0.5536
Ryvon Covile,2009 - 2010,42,976.5,0.5645,0.3333,0.6277,0.3943,0.5762
Ryvon Covile,2011 - 2012,30,622.0,0.561,0.5,0.7143,0.4309,0.5963
SInisa Tepavcevic,2012 - 2013,10,331.0,0.3762,0.234,0.8125,0.3807,0.449
Saah Nimley,2017 - 2018,35,1111.0,0.3607,0.3343,0.7846,0.5518,0.4057
Saba Lobjanidze,2014 - 2015,16,244.1,0.369,0.225,0.7619,0.3564,0.3862
Saba Lobjanidze,2015 - 2016,25,382.0,0.427,0.25,0.7333,0.2775,0.4503
Saba Lobjanidze,2017 - 2018,31,706.9,0.4512,0.3381,0.8679,0.4456,0.4658
Saba Lobjanidze,2018 - 2019,28,624.2,0.4348,0.3281,0.7209,0.4053,0.4312
Saba Lobjanidze,2019 - 2020,12,224.3,0.5,0.4359,0.8947,0.428,0.5417
Sabah Zaid Khoury,2012 - 2013,34,1177.0,0.3596,0.3143,0.5915,0.2855,0.3712
Sabah Zaid Khoury,2013 - 2014,19,590.3,0.3408,0.2111,0.7455,0.3083,0.3735
Sabah Zaid Khoury,2017 - 2018,30,581.9,0.3534,0.2771,0.7727,0.2303,0.3655
Sabah Zaid Khoury,2018 - 2019,16,405.1,0.4253,0.3333,0.7368,0.2666,0.4277
Sabahattin Gondur,2019 - 2020,10,85.8,0.2,0.2,nan,0.0932,0.2
Sabin Cirstoveanu,2019 - 2020,16,148.6,0.4,0.25,0.6667,0.1817,0.3953
Sacha Giffa,2002 - 2003,20,442.0,0.463,0.5,0.898,0.362,0.582
Sacha Giffa,2003 - 2004,14,347.0,0.3814,0.4194,0.8049,0.3458,0.4911
Sacha Giffa,2007 - 2008,36,938.8,0.4046,0.3529,0.7708,0.3164,0.4283
Sacha Giffa,2008 - 2009,32,836.0,0.4031,0.2737,0.72,0.2632,0.4135
Sacha Giffa,2009 - 2010,30,692.0,0.4375,0.3667,0.7857,0.2413,0.4826
Sacha Killeya-Jones,2019 - 2020,14,214.3,0.6105,nan,0.6471,0.6953,0.6233
Sacha Massot,2009 - 2010,6,90.8,0.3333,0.0,0.5,0.1432,0.3333
Sacha Massot,2012 - 2013,28,547.0,0.4939,0.3846,0.6034,0.3876,0.5019
Sade Aded Hussein,2019 - 2020,11,257.6,0.4135,0.2424,0.8333,0.4037,0.4094
Sadiel Rojas,2015 - 2016,37,758.8,0.4564,0.4096,0.6818,0.2636,0.4783
Sadiel Rojas,2016 - 2017,46,992.3,0.4641,0.4423,0.8511,0.256,0.512
Sadiel Rojas,2017 - 2018,34,759.3,0.3969,0.3186,0.7077,0.3108,0.4274
Sadiel Rojas,2018 - 2019,34,705.0,0.425,0.3,0.7179,0.2582,0.4402
Sadiel Rojas,2019 - 2020,22,438.6,0.3871,0.3226,0.8,0.2326,0.443
Sadik Emir Kabaca,2019 - 2020,12,113.1,0.4118,0.2727,0.6,0.3006,0.4
Sadio Doucoure,2019 - 2020,11,152.0,0.5128,0.35,0.8235,0.4013,0.5395
Saer Sene,2009 - 2010,29,907.0,0.5603,nan,0.5414,0.3969,0.5538
Saer Sene,2012 - 2013,30,499.2,0.5537,0.0,0.5192,0.3225,0.5402
Safak Edge,2011 - 2012,29,916.8,0.3778,0.3158,0.7379,0.3883,0.4301
Safak Edge,2014 - 2015,55,910.8,0.3934,0.4161,0.641,0.2723,0.4264
Safak Edge,2017 - 2018,30,718.9,0.3398,0.2993,0.7115,0.3032,0.3747
Safak Edge,2018 - 2019,21,494.5,0.3387,0.2838,0.6429,0.2305,0.3396
Safak Edge,2019 - 2020,22,272.0,0.2917,0.2653,0.6667,0.2096,0.2903
Sakari Laakso,2019 - 2020,27,176.3,0.4,0.1818,0.5455,0.2382,0.3562
Sakari Salminen,2014 - 2015,39,603.2,0.3576,0.3333,0.8462,0.2586,0.4
Sakis Giannakopoulos,2015 - 2016,26,574.4,0.3545,0.3016,0.6512,0.2176,0.3981
Sakis Karidas,2011 - 2012,20,367.9,0.375,0.3,0.76,0.28,0.4161
Salah Mejri,2011 - 2012,33,861.0,0.5314,0.3214,0.5316,0.3542,0.5145
Salah Mejri,2012 - 2013,36,720.0,0.6059,0.3333,0.5444,0.4708,0.5799
Salah Mejri,2015 - 2016,4,76.0,0.7,nan,0.4167,0.25,0.5455
Salah Mejri,2016 - 2017,73,905.1,0.6423,0.3333,0.5902,0.2353,0.6219
Salah Mejri,2017 - 2018,61,728.9,0.6423,0.0,0.5758,0.2936,0.6117
Salih Nuhanovic,2011 - 2012,27,700.3,0.4723,0.0,0.6852,0.4227,0.5378
Salih Nuhanovic,2012 - 2013,75,1860.4,0.6026,0.2,0.6783,0.4859,0.6228
Salih Nuhanovic,2013 - 2014,38,1197.8,0.5513,0.0,0.6597,0.465,0.577
Salih Nuhanovic,2015 - 2016,40,796.3,0.5525,1.0,0.5242,0.3868,0.5436
Salman Khan,2014 - 2015,28,451.1,0.3478,0.3214,0.6207,0.2017,0.396
Salva Arco,2012 - 2013,34,631.4,0.4505,0.375,0.7258,0.3928,0.477
Salva Arco,2013 - 2014,30,568.0,0.3871,0.3814,0.8108,0.3292,0.4394
Salva Camps,2004 - 2005,36,580.5,0.3583,0.2752,0.6452,0.3859,0.4036
Salvador Guardia,2003 - 2004,34,630.1,0.4747,0.2439,0.6644,0.4967,0.5198
Salvador Guardia,2005 - 2006,34,810.9,0.5336,0.3455,0.6923,0.4279,0.5588
Salvador Guardia,2006 - 2007,34,758.0,0.4667,0.32,0.7282,0.3786,0.5207
Salvador Guardia,2007 - 2008,34,815.0,0.4635,0.3143,0.6854,0.3669,0.4872
Salvador Guardia,2008 - 2009,48,966.6,0.4472,0.32,0.7119,0.3828,0.4841
Sam Attah,2013 - 2014,35,708.0,0.4304,0.2647,0.7143,0.4407,0.4223
Sam Attah,2015 - 2016,25,376.2,0.3385,0.25,0.8,0.2897,0.3591
Sam Cassell,1999 - 2000,86,3077.0,0.463,0.2842,0.8755,0.5151,0.5602
Sam Cassell,2000 - 2001,94,3391.0,0.4589,0.3125,0.8595,0.4999,0.5352
Sam Cassell,2001 - 2002,74,2604.0,0.4628,0.348,0.8598,0.5611,0.5246
Sam Cassell,2002 - 2003,84,2916.0,0.4699,0.3804,0.8636,0.5621,0.5574
Sam Cassell,2003 - 2004,97,3336.0,0.4851,0.4024,0.8699,0.56,0.5469
Sam Cassell,2005 - 2006,90,3057.4,0.4425,0.3648,0.8536,0.5106,0.5196
Sam Cassell,2007 - 2008,76,1537.0,0.4199,0.2788,0.8758,0.4619,0.4846
Sam Clancy,2005 - 2006,12,244.8,0.5082,0.0,0.6923,0.3636,0.5743
Sam Clancy,2007 - 2008,47,1315.2,0.4812,0.0,0.64,0.4167,0.5247
Sam Clancy,2010 - 2011,6,181.0,0.6444,nan,0.7647,0.4641,0.6962
Sam Clancy,2012 - 2013,43,1345.7,0.5887,0.5556,0.6235,0.3894,0.5993
Sam Clancy,2013 - 2014,53,1728.7,0.5108,0.0,0.7243,0.446,0.5646
Sam Clancy,2014 - 2015,62,1919.6,0.4618,nan,0.6933,0.4152,0.5388
Sam Clancy,2015 - 2016,60,1653.7,0.5191,0.0,0.728,0.4015,0.5877
Sam Clancy,2016 - 2017,58,1692.2,0.5421,0.5,0.685,0.3628,0.5866
Sam Clancy,2017 - 2018,50,1134.4,0.5837,nan,0.6588,0.2891,0.6038
Sam Clancy,2018 - 2019,56,1183.3,0.5178,nan,0.6989,0.2273,0.5759
Sam Clancy,2019 - 2020,22,454.4,0.4691,0.0,0.8372,0.2465,0.592
Sam Daghles,2011 - 2012,30,1206.7,0.494,0.2929,0.7339,0.4301,0.504
Sam Daghles,2012 - 2013,27,1021.8,0.3903,0.3211,0.7431,0.3504,0.4489
Sam Daghles,2013 - 2014,32,1215.0,0.4353,0.3651,0.7089,0.2831,0.4617
Sam Dekker,2016 - 2017,77,1419.0,0.4732,0.3209,0.5588,0.3552,0.4401
Sam Dekker,2017 - 2018,73,882.6,0.4942,0.1667,0.6607,0.3433,0.4667
Sam Dekker,2019 - 2020,10,270.5,0.5638,0.303,0.7895,0.4843,0.5342
Sam Dempster,2011 - 2012,15,226.7,0.3881,0.375,0.8667,0.397,0.4961
Sam Dempster,2014 - 2015,19,513.0,0.3802,0.3462,0.6552,0.269,0.4035
Sam Dempster,2015 - 2016,17,527.5,0.4135,0.3971,0.6,0.2313,0.4225
Sam Dempster,2016 - 2017,16,478.5,0.384,0.3924,0.7143,0.3072,0.4267
Sam Dempster,2017 - 2018,16,340.9,0.5362,0.4231,0.6875,0.2816,0.5315
Sam Dempster,2018 - 2019,18,399.3,0.358,0.2745,0.7143,0.1928,0.3453
Sam Downey,2017 - 2018,7,230.0,0.6286,0.0,0.7333,0.4304,0.6322
Sam Ferreira,2014 - 2015,29,578.6,0.4324,0.4,0.5556,0.242,0.4444
Sam Ferreira,2015 - 2016,12,223.9,0.5072,0.5,0.5,0.3394,0.5062
Sam Ferreira,2016 - 2017,32,826.5,0.4706,0.4,0.6667,0.2807,0.5
Sam Ferreira,2018 - 2019,26,503.1,0.437,0.3125,0.5758,0.2504,0.4524
Sam Ferreira,2019 - 2020,19,361.8,0.4024,0.2,0.7,0.2101,0.4019
Sam Hoskin,2007 - 2008,13,336.7,0.5882,0.4286,0.8889,0.5287,0.6391
Sam Hoskin,2012 - 2013,28,885.2,0.5522,0.0,0.7047,0.6552,0.6007
Sam Jones,2006 - 2007,10,309.2,0.4426,0.3429,0.75,0.2426,0.4444
Sam King,2011 - 2012,16,268.7,0.4592,0.2368,0.4118,0.3945,0.3987
Sam King,2013 - 2014,18,395.5,0.4122,0.3023,0.7333,0.3894,0.4566
Sam Logwood,2019 - 2020,15,343.7,0.5242,0.2,0.6386,0.5412,0.545
Sam Martin,2014 - 2015,34,536.4,0.4318,0.4045,0.9,0.3188,0.4606
Sam Mitchell,1999 - 2000,70,1295.0,0.4492,0.4286,0.8842,0.3475,0.528
Sam Mitchell,2000 - 2001,82,983.0,0.4083,0.2093,0.7273,0.2899,0.4315
Sam Mitchell,2001 - 2002,74,725.0,0.4317,0.2857,0.7755,0.3366,0.4695
Sam Muldrow,2011 - 2012,38,875.2,0.4506,0.2037,0.6389,0.3165,0.4513
Sam Muldrow,2012 - 2013,38,1127.0,0.4586,0.34,0.7955,0.4028,0.5294
Sam Muldrow,2017 - 2018,39,943.0,0.4455,0.3767,0.7703,0.5005,0.4679
Sam Muldrow,2019 - 2020,17,497.0,0.4694,0.4316,0.7917,0.4909,0.4825
Sam Ney,2012 - 2013,27,437.9,0.4174,0.3243,0.7727,0.2855,0.4425
Sam Ney,2017 - 2018,30,796.0,0.4527,0.3051,0.7073,0.358,0.4353
Sam Ney,2018 - 2019,26,632.5,0.4828,0.3229,0.7568,0.4,0.4673
Sam Perkins,1999 - 2000,104,2037.0,0.3993,0.3944,0.839,0.3176,0.4525
Sam Smith,2019 - 2020,16,421.4,0.5035,0.5094,0.8462,0.458,0.545
Sam Thompson,2016 - 2017,28,826.0,0.4511,0.3187,0.7143,0.5,0.4767
Sam Timmins,2019 - 2020,15,368.8,0.4551,0.1923,0.5926,0.442,0.4402
Sam Van Rossom,2006 - 2007,9,159.8,0.5,0.4286,0.75,0.2566,0.5385
Sam Van Rossom,2007 - 2008,12,318.7,0.5625,0.4516,0.6667,0.3891,0.5603
Sam Van Rossom,2009 - 2010,23,577.0,0.4894,0.48,0.7419,0.3414,0.5182
Sam Van Rossom,2010 - 2011,34,802.1,0.4157,0.3684,0.75,0.2593,0.4241
Sam Van Rossom,2011 - 2012,34,771.5,0.4039,0.312,0.6842,0.28,0.3862
Sam Van Rossom,2012 - 2013,40,996.7,0.4961,0.4318,0.863,0.3732,0.5359
Sam Van Rossom,2013 - 2014,66,1728.2,0.4578,0.3909,0.8333,0.3368,0.4802
Sam Van Rossom,2016 - 2017,50,813.4,0.38,0.3448,0.8684,0.3356,0.4111
Sam Van Rossom,2017 - 2018,53,1212.2,0.4618,0.4585,0.8525,0.3597,0.5017
Sam Van Rossom,2018 - 2019,61,1342.8,0.469,0.3918,0.8571,0.3843,0.4692
Sam Van Rossom,2019 - 2020,34,728.8,0.4545,0.4,0.8889,0.365,0.4817
Sam Willard,2016 - 2017,63,1717.7,0.5025,0.2368,0.7714,0.4349,0.5344
Sam Willard,2017 - 2018,61,1494.0,0.4495,0.3538,0.8351,0.4378,0.4693
Sam Young,2009 - 2010,80,1321.0,0.4507,0.1964,0.7771,0.4504,0.5096
Sam Young,2010 - 2011,91,1832.9,0.4678,0.3226,0.7481,0.3655,0.5032
Sam Young,2012 - 2013,71,823.1,0.3895,0.2903,0.5686,0.2199,0.4
Sam Young,2017 - 2018,39,1322.6,0.5008,0.3,0.6905,0.6676,0.5174
Sam van Dijk,2017 - 2018,30,939.0,0.4177,0.3308,0.7703,0.3887,0.4455
Sam van Dijk,2018 - 2019,30,877.0,0.4393,0.3222,0.8043,0.2896,0.4571
Samad Nik Bahrami,2013 - 2014,31,1312.6,0.4688,0.3935,0.7831,0.3916,0.4908
Samad Nik Bahrami,2015 - 2016,38,1493.2,0.4134,0.3348,0.7559,0.4554,0.4393
Samad Nik Bahrami,2016 - 2017,37,1419.4,0.431,0.3249,0.773,0.5136,0.4588
Samad Nik Bahrami,2017 - 2018,34,1174.8,0.4579,0.2982,0.6923,0.4052,0.4678
Samaki Walker,1999 - 2000,75,1101.0,0.4494,nan,0.6812,0.3597,0.5169
Samaki Walker,2000 - 2001,73,1039.0,0.4719,0.3333,0.6212,0.3224,0.5199
Samaki Walker,2001 - 2002,88,1895.0,0.506,1.0,0.6781,0.2755,0.5514
Samaki Walker,2002 - 2003,67,1245.0,0.4197,0.0,0.6535,0.2378,0.4814
Samardo Samuels,2013 - 2014,65,1502.2,0.5333,0.3704,0.6938,0.4547,0.5732
Samardo Samuels,2014 - 2015,63,1594.9,0.5815,0.2586,0.7016,0.5373,0.6013
Samardo Samuels,2018 - 2019,42,728.6,0.5056,0.375,0.6918,0.5284,0.557
Samardo Samuels,2019 - 2020,15,416.2,0.4358,0.3659,0.5556,0.6151,0.4772
Samba Faye,2016 - 2017,58,1075.0,0.544,0.2,0.7404,0.4419,0.5795
Samba Faye,2017 - 2018,54,1155.8,0.5432,0.3333,0.7193,0.4257,0.5728
Samba Faye,2019 - 2020,38,250.9,0.4559,0.25,0.5294,0.287,0.4607
Sambou Traore,2005 - 2006,34,550.0,0.4146,0.2826,0.6087,0.3218,0.4258
Samet Geyik,2014 - 2015,30,583.0,0.3909,0.1837,0.5333,0.3242,0.378
Samet Geyik,2019 - 2020,17,352.1,0.4495,0.3846,0.5625,0.3181,0.4565
Sami Demirtas,2019 - 2020,13,164.0,0.3421,0.2222,0.5,0.1951,0.3167
Sami Driss,2014 - 2015,33,604.0,0.3487,0.2907,0.6735,0.2715,0.3868
Sami Eleraky,2011 - 2012,29,729.5,0.4011,nan,0.6078,0.2371,0.4474
Sami Hajzeri,2017 - 2018,21,674.2,0.4699,0.2959,0.5844,0.4657,0.4505
Sami Hajzeri,2019 - 2020,15,276.7,0.3836,0.2121,0.5,0.2566,0.3525
Sami Ikavalko,2012 - 2013,44,1561.6,0.4088,0.3575,0.8768,0.3829,0.4747
Sami Ikavalko,2013 - 2014,42,1284.3,0.3673,0.296,0.8352,0.2842,0.4275
Sami Ikavalko,2014 - 2015,37,1083.1,0.3948,0.3333,0.7609,0.3305,0.4093
Sami Ikavalko,2019 - 2020,23,191.4,0.25,0.2963,0.6,0.1776,0.3117
Sami Lehtoranta,2011 - 2012,49,1421.1,0.5774,0.3115,0.6158,0.4574,0.5638
Sami Lehtoranta,2012 - 2013,32,659.8,0.55,0.4091,0.5758,0.4001,0.5482
Sami Lehtoranta,2013 - 2014,46,859.8,0.5437,0.35,0.641,0.4071,0.5433
Sami Mantymaa,2013 - 2014,41,642.4,0.4061,0.3662,0.6316,0.3113,0.4111
Sami Pekkola,2011 - 2012,35,885.3,0.4312,0.3582,0.7317,0.3953,0.4364
Samir Ali,2012 - 2013,31,515.6,0.4454,0.1282,0.5789,0.2366,0.3898
Samir Leric,2011 - 2012,36,857.3,0.6526,0.0,0.6897,0.3826,0.6645
Samir Leric,2012 - 2013,33,638.0,0.5596,nan,0.6949,0.2555,0.6071
Samir Sehic,2019 - 2020,17,267.0,0.4583,0.2632,0.7105,0.5506,0.4694
Samir Shaptahovic,2013 - 2014,14,446.0,0.4167,0.3421,0.9298,0.5426,0.4758
Samir Zekiqi,2016 - 2017,37,1072.0,0.5025,0.375,0.7403,0.5,0.4948
Samir Zekiqi,2018 - 2019,30,1005.5,0.4908,0.2857,0.7179,0.5311,0.4644
Samir Zekiqi,2019 - 2020,23,826.0,0.4864,0.2975,0.619,0.5533,0.4557
Samme Givens,2012 - 2013,46,1323.0,0.6233,0.3636,0.6073,0.5714,0.6111
Samme Givens,2019 - 2020,36,1134.8,0.5694,0.4248,0.7632,0.5455,0.5782
Sammy Mejia,2009 - 2010,42,1277.9,0.4889,0.4059,0.7722,0.4938,0.5283
Sammy Mejia,2010 - 2011,45,1483.0,0.5026,0.3475,0.7842,0.526,0.5374
Sammy Mejia,2012 - 2013,53,1532.6,0.5563,0.4609,0.7315,0.4346,0.5774
Sammy Mejia,2013 - 2014,51,1446.6,0.5271,0.4155,0.7284,0.486,0.5479
Sammy Mejia,2014 - 2015,49,1571.2,0.4485,0.3826,0.807,0.3914,0.514
Sammy Mejia,2016 - 2017,32,1093.1,0.5387,0.406,0.713,0.43,0.543
Sammy Mejia,2017 - 2018,50,1535.0,0.5273,0.4157,0.8609,0.415,0.5525
Sammy Mejia,2018 - 2019,41,1294.7,0.5239,0.4362,0.8333,0.5113,0.5603
Sammy Mejia,2019 - 2020,29,812.2,0.5055,0.4696,0.9104,0.4839,0.5558
Sammy Zeglinski,2013 - 2014,31,999.0,0.4213,0.316,0.7661,0.4945,0.4493
Sammy Zeglinski,2015 - 2016,38,1385.5,0.3905,0.3213,0.69,0.3804,0.4058
Samo Grum,2001 - 2002,6,123.3,0.5122,0.4167,0.5,0.3974,0.4912
Samo Grum,2011 - 2012,27,925.5,0.4892,0.4,0.8522,0.4992,0.5459
Samo Grum,2012 - 2013,30,1050.7,0.4576,0.3363,0.8934,0.5301,0.5154
Samo Grum,2013 - 2014,29,809.2,0.426,0.4302,0.8784,0.4177,0.5034
Samo Grum,2014 - 2015,33,747.5,0.4232,0.3226,0.8947,0.4107,0.4652
Samo Udrih,2006 - 2007,30,765.3,0.4167,0.4153,0.8387,0.4194,0.4752
Samo Udrih,2007 - 2008,33,758.1,0.4444,0.375,0.8974,0.3614,0.4728
Samo Udrih,2008 - 2009,26,659.9,0.412,0.3626,0.875,0.3622,0.4425
Samo Udrih,2010 - 2011,9,263.9,0.2907,0.1667,0.76,0.2842,0.3401
Samo Udrih,2012 - 2013,24,678.3,0.4825,0.4308,0.8229,0.5234,0.5526
Sampson Carter,2018 - 2019,27,966.0,0.3957,0.3103,0.8077,0.6118,0.4498
Sampson Carter,2019 - 2020,17,382.6,0.5468,0.3333,0.6071,0.4809,0.5094
Samu Kaaresvirta,2011 - 2012,40,1079.7,0.3246,0.3136,0.7,0.1991,0.3381
Samu Kaaresvirta,2013 - 2014,38,754.0,0.3396,0.3333,0.8571,0.2149,0.3484
Samuel Ahmed Diomande,2015 - 2016,17,524.6,0.4632,0.3375,0.6981,0.4461,0.4706
Samuel Ahmed Diomande,2018 - 2019,24,797.1,0.4158,0.3433,0.7043,0.4504,0.4602
Samuel Ahmed Diomande,2019 - 2020,22,592.0,0.3898,0.3519,0.5192,0.4527,0.3911
Samuel Aruwa,2019 - 2020,12,88.8,0.4545,0.3333,0.6667,0.3829,0.5217
Samuel Berkelund,2018 - 2019,10,251.2,0.3137,0.2222,0.7143,0.1831,0.3614
Samuel Bowie,2011 - 2012,33,1070.7,0.4389,0.3737,0.7213,0.4931,0.4666
Samuel Cezar Ferreira Dos Santos,2019 - 2020,26,411.4,0.4396,0.2917,0.5,0.2382,0.4234
Samuel Cricelli,2012 - 2013,32,971.8,0.5125,0.303,0.7679,0.4764,0.5276
Samuel Dalembert,2003 - 2004,82,2199.0,0.5411,0.0,0.6437,0.2965,0.5668
Samuel Dalembert,2004 - 2005,77,1979.0,0.5267,nan,0.5828,0.3269,0.54
Samuel Dalembert,2006 - 2007,82,2534.7,0.541,0.0,0.7455,0.3468,0.5916
Samuel Dalembert,2007 - 2008,88,2917.0,0.5071,0.0,0.7163,0.3147,0.5662
Samuel Dalembert,2008 - 2009,88,2169.5,0.5043,0.0,0.7344,0.2572,0.5525
Samuel Dalembert,2009 - 2010,82,2124.7,0.5449,nan,0.7293,0.3139,0.5823
Samuel Dalembert,2010 - 2011,80,1937.5,0.4727,0.0,0.7297,0.3324,0.5244
Samuel Dalembert,2011 - 2012,65,1446.4,0.5063,0.0,0.7965,0.3388,0.5697
Samuel Dalembert,2013 - 2014,87,1748.5,0.5611,0.0,0.7303,0.3208,0.6065
Samuel Faifr,2014 - 2015,39,768.7,0.4044,0.3038,0.6557,0.2758,0.4272
Samuel Francis,2015 - 2016,35,899.0,0.4576,0.3059,0.8051,0.4994,0.4822
Samuel Haanpaa,2012 - 2013,43,1527.6,0.4239,0.4013,0.8232,0.544,0.4869
Samuel Haanpaa,2014 - 2015,37,1091.4,0.4122,0.4255,0.8594,0.471,0.4965
Samuel Haanpaa,2015 - 2016,39,1196.2,0.4154,0.3784,0.8866,0.3561,0.4794
Samuel Haanpaa,2017 - 2018,30,855.1,0.4291,0.3615,0.7349,0.4023,0.4631
Samuel Hines,2003 - 2004,37,1184.0,0.4636,0.4009,0.831,0.5262,0.5118
Samuel Hines,2004 - 2005,32,740.0,0.4211,0.3526,0.7333,0.4946,0.4449
Samuel Idowu,2019 - 2020,22,575.9,0.5292,0.2558,0.6795,0.6147,0.5291
Samuel Johnson,2012 - 2013,32,615.5,0.4676,0.3333,0.8333,0.2648,0.5326
Samuel Knabl,2003 - 2004,9,181.5,0.2745,0.2593,0.6,0.259,0.3367
Samuel Knabl,2004 - 2005,10,229.5,0.3704,0.2593,0.7857,0.2527,0.4
Samuel Knabl,2011 - 2012,37,738.2,0.4602,0.3421,0.6944,0.2885,0.4583
Samuel Taiwo,2019 - 2020,10,44.0,1.0,nan,0.5,0.25,0.8571
Samuel Toluwase,2016 - 2017,25,716.6,0.4739,0.3889,0.6989,0.5038,0.4989
Samuel Toluwase,2017 - 2018,12,312.7,0.4274,0.35,0.7381,0.4637,0.4774
Samuel Toluwase,2019 - 2020,11,70.4,0.6471,0.5714,0.7,0.4687,0.6471
Samuele Podesta,2003 - 2004,7,195.2,0.5,0.0,0.3333,0.4355,0.4336
Samuele Podesta,2007 - 2008,34,548.0,0.5667,0.0,0.4,0.3504,0.5194
Samuli Vanttaja,2012 - 2013,39,1096.9,0.395,0.3256,0.6316,0.2735,0.4047
Samuli Vanttaja,2013 - 2014,51,919.8,0.5048,0.3214,0.6636,0.4425,0.5198
Samuli Vanttaja,2015 - 2016,41,661.5,0.4372,0.2857,0.6129,0.3356,0.4561
